alteracoes,com_problema
para brisa trincado pneu traseiro direito com perda de pressao rapidamente possibilidade de estar furado,1
viatura atingiu a quilometragem recomendada para revisao 165000,0
pequenos arranhoes na pintura com logotipo no capo desbotado e parachoque dianteiro levemente com folga no encaixe do lado direito proximo a caixa de roda luz do giro flex auxiliar direita nao aciona haste de luz alta nao trava na posicao acionado fissura pequena no centro do parabrisa,0
as luzes de freio traseira nao estao funcionando corretamente as luzes de posicao nao estao acionando reservatorio do liquido de arrefecimento estava vazio porem o chefe da frota orientou completarmos o reservatorio com agua o que fizemos o veiculo esta apresentando dificuldades para o engate da marcha re,1
luz da injecao eletronica acendendo no painel de instrumentos vtr oyk4278 sem bateria vtr qrj5a40 sera utilizada,1
ar condicionado nao esta funcionando bem e liberando fumaca sem as borrachas das portas traseira sem giroflex freio nao esta respondendo bem luz da injecao eletronica acesa,1
amassados e arranhoes por toda a sua extensao borracha de vedacao da porta traseira esquerda soltando plastico protetor da fiacao da porta dianteira direita carona solta luz indicadora de re inoperante,1
amassados e arranhoes por toda a sua extensao luz de posicao dianteira inoperante a viatura encontra se com a luz da injecao eletronica acesa,1
amassados na tampa traseira riscos a arranhoes pela lataria adesivo brasao da prf desgastado capo sem capa de protecao do retrovisor direito amortecedor da tampa superior traseira com defeito amassado no estribo lado direito pneu dianteiro lado direito com corte na lateral risco de furar em algum procedimento pneu trocado pelo estepe trincado no parabrisa lado do passageiro,1
algumas vezes a quarta marcha arranha ao ser engatada danos no para choque dianteiro limpador de para brisas ineficiente ausencia do farol de milha esquerdo corrosao nos terminais da bateria e dos cabos pastilha de freio fazendo barulho ar condicionado nao funciona com a vtr parada pequeno amassado na traseira do lado da lanterna direita,1
luz do abs acesa amassamento para lama dianteiro direito com trinca da pintura,1
pequenos riscos no porta mala pequeno amassado no capo quase imperceptivel alguns riscos no para choque dianteiro viatura baixa volante um pouco desalinhado para a esquerda,0
vtr conferida pelo prf iraja  troca de oleo dia 17 12 2020 proxima troca de oleo 210 438 viatura faltando para barro dianteiro esquerdo  para choque dianteiro trincado no lado esquerdo para choque traseiro trincado e com arrebites  com a lateria riscada a pintura riscada e desbotada decorrentes do uso normal plotagem do teto danificada por acao do tempo  bancos dianteiros com desgastes no couro buzina inoperante,0
vtr trazida pelo prf fernando santos em 11 02 21 conferida pelo prf iraja com o seguinte  desgastes de uso no geral placa de identificacao dianteira desbotada,0
vtr nao conferida pois encontra se na oficina mecanica copini em capanema para manutencao  obs viatura com barulho anormal no motor deixado na mecancia copini para troca do tensor da correia do motor farol do lado esquerdo com infiltracao realizada troca de oleo e filtro 28 12 2020  pequena trinca na parte inferior central do para brisa riscos e desbotados decorrentes do uso normal chave aparentemente quebrada e amarrada com fita isolante preta lanterna traseira lado direito com infiltracao lanterna traseira lado esquerdo faltando mascara,0
vtr nao conferida pois encontra se na oficina mecanica copini em capanema para manutencao,0
vtr conferida pelo prf iraja com o seguinte  proxima revisao 109 617 km  proximo alinhamento balanceamento 104 617 km riscos e desbotados pela acao do tempo trava da capota travando,0
trinca no para brisa de um centimetro no lado do motorista,0
sem informacao,0
arranhoes ao longo da lataria capa do farol de neblina direto ausente,0
amassado na parte superior da tampa formato em v proximo ao centro da tampa trinca no para brisa 2cm aproximadamente centralizado,0
trepidacao da direcao em media alta rotacao,0
falta balanceamento de direcao 90 km h e 110 km h,0
arranhoes na chapa da soleira esquerda traseira,0
intermitente acende em partes arranhoes e amassados do uso diario,0
riscos arranhoes e pequenas amassaduras em decorrencia do uso recebido com tanque pela metade 1\2 e com seu cartao de abastecimento sem maiores alteracoes aparentes,0
conferencia nivel fluido refrigeracao ok nivel oleo motor ok nivel fluido freio ok nivel fluido direcao pneus ok  iluminacao ok lataria ok radio funcionando com eventuais falhas  obs riscos e arranhoes decorrentes do uso necessita balanceamento e alinhamento esta puxando para a direita e tremendo oleo vencido aos 60 000 km,0
para lama dianteiro lado direito danificado pequeno amassado e pintura arranhada saia da porta traseira do lado esquerdo faltando ruido ao acionar os freios ar condicionado nao funciona,1
para brisa trincado indicador do combustivel com defeito,1
sistema de alarme sonoro inoperante,0
pneu traseiro com twi gasto,1
conferida pelo prf casagranda proxima troca de oleo 154 343 km s balanceamento alinhamento 148 712 km s vencido viatura sem o farol de milha do lado esquerdo somente presente o do lado direito lanterna traseira esquerda fixada com lacre de plastico viatura com pintura e latarias desgastadas em razao do tempo pequenos amassados e riscados diversos,0
conferida pelo prf casagranda proxima troca de oleo 128 584 km s proximo alinhamento balanceamento 123 593 km s estrutura plastica do banco do motorista em que ficam os comandos de regulagem esta solta borracha de vedacao da porta traseira direita solta diversos riscos e pequenos amassados sem novas alteracoes,0
capa de protecao do carpete do passageiro da parte dianteira se soltou pequeno risco medio no lado direito do para choque traseiro lampada da luz de marcha a re queimada,0
luzes do giroflex e luzes auxiliares parcialmente inoperantes queimadas funcoes do alarme chave da vtr de travar destravar estao inoperantes palheta do limpador de para brisa com baixa eficiencia pequenos arranhoes ao longo da lataria amassado na lataria abaixo da lanterna traseira direita,1
luz da injecao eletronica acesa no painel  arranhoes na lateral direita e na traseira do veiculo nivel de oleo do motor abaixo do minimo luz do farol baixo esquerdo queimada,1
1 tampa traseira amassada 2 luz de advertencia de anomalia no sistema de injecao acesa 3 ruido na suspensao traseira 4 lanterna de freio lado esquerdo inoperante 5 luz de iluminacao lateral piscando 6 diversos arranhoes ao longo da lataria 8 ruido no sistema de freio dianteiro caracteristico de pastilha de freio gasta,1
com varios riscos amassados pequenos para choque dianteiro lado direito na parte inferior quebrado sem lente e luz auxiliar do giro meia luz esquerda queimada e palheta do para brisa desgastado com pouca eficiencia durante conducao na chuva,1
aguardando troca de oleo,1
bateria descarregada ausencia de chave de roda conforme ja relatado em pdis anteriores,1
acidentada bateria descarregada sem verificacao do odometro,1
para revisao,0
luz de placa direita queimada,0
viatura com a caixa de ar abaixo da porta traseira direita amassada vtr muito suja o pneu dianteiro direito esta esvaziando constantemente,1
reserva,0
sem a3teracoes,0
com risco amassados e aranhoes entorno de sua lataria limpador do parabrisa ruim,1
sem a tampa do reservatorio de baixa pressao do radiador diversos arranhoes e pequenos amassados,1
nao houve,0
sensor de re com problema bateria da chave descarregada necessario trava manual,1
na,0
a porta traseira esquerda nao esta fechando corretamente,0
freios com ruido constante,1
durante atendimento de acidente e fiscalizacao estatica no km 220s apos a vtr ter ficado parada com o motor em funcionamento por cerca de 1h foi observado por meio do marcador de temperatura que o motor estava superaquecido apos a constatacao o motor foi imediatamente desligado para o resfriamento apos 15 min de espera a equipe retornou a uop conduzindo a vtr,1
somente o lado esquerdo do giroflex esta em funcionamento,0
durante inspecao foram verificadas as seguintes alteracoes 1 ruido excessivo na roda traseira do lado esquerdo 2 ausencia de acabamento do para choque traseiro lado direito,1
encaminhamento da viatura para manutencao do rotolight na concessionaria nara veiculos,0
trocar oleo do motor,1
varios amassados na tampa traseira lanternas do para choque quebradas fluido de freio e do radiador quase no minimo pneus dianteiros apresentando desgaste irregular trepidacao na frenagem com suspeita de disco empenado,1
marcador combustivel marcando aproximadamente 1 4 a menos colocados dois litros de oleo de motor na cevel,1
viatura suja,0
chave com defeito no pino de abertura varios arranhados de uso habitual luz da injecao eletronica acessa durante todo o plantao barulho aparentemente na suspensao,1
informacao no painel de revisao proxima 10 000km,1
a conferir,0
trinca circular no parabrisa dianteiro borracha da porta dianteira esquerda e traseira esquerda soltando,0
veiculo apresentando barulho no conjunto correia dentada polia ultima troca de oleo do motor,1
direcao vibrando,1
ar condicionado funcionando com pouco eficiencia,0
para brisa trincado parte interna,0
lente da lanterna traseira esquerda quebrada,0
a chave da vtr esta enrolada com fita adesiva e o jato de agua do limpador de parabrisa nao funciona a sirene nao funciona,1
pintura com arranhoes,0
viatura apresenta infiltracao de agua da chuva carpetes dianteiros encharcados com acumulo de agua e por consequencia mau cheiro enviado email dia 14 02 21 para a sede 11del informando e solicitando manutencao na concessionaria,0
viatura deixada nesta uop para substituir prx 0139 19373 viatura suja externa e internamente com mossas e ar condicionado nao eficaz,0
conferida pela equipe,0
vtr reserva desgastes naturais de uso conferida pela equipe,0
viatura com estepe roda dianteira direita um pneu esta com dois baloes laterais sirene em pane eletrica viatura em manutencao na oficina mecanica paul,1
conferida pela equipe bateria trocada em 15 02 2021,0
banco motorista rasgado pequenos amassados principalmente tampa traseira conferida pela equipe,0
vidro da tampa traseira da capota quebrado orcamento ja aprovado pela ticket log e conserto agendado na oficina izzy lub para este sabado 20 02,0
limpeza da viatura l 200 na uop02 no dia 16 02 2021 viatura lavada no dia 08 02 2021,0
vtr deixada no lavajato as 08 50 para higienizacao,0
farol baixo direito queimado,0
farol consertado pneu dianteiro esquerdo com a banda de rodagem gasta parte interna necessita alinhamento balanceamento e rodizio,1
sem giroflex e sirene barulho no guarda mato,1
registra se o km final da vtr 176136 informa se que o veiculo em questao foi levado a oficina baixo iguacu para realizacao de manutencao vale salientar que seu odometro registrava 176276,0
nao observado,0
a equipe nao utilizou a vtr deste modo as alteracoes serao lancadas pela equipe posterior,0
tomada de voltagem utilizada para carregamento de baterias nao funciona porta dianteira esquerda com dificuldade ao fechar desregulada,0
tampa reservatorio do fluido de freio danificada para brisa trincado,1
para choque dianteiro e farol direito avariados porta direita traseira sem borracha,0
